text	TextBlob	OpLexicon
sim dilma aecio marina ja dilma agora acho luciana otima vdd socialismo mt radical	positivo	neutro
dilma aecio segundo turno vcs podem votar pensem bem amor deus	positivo	negativo
pede mudanca fala q gigante acordou porem vota dilma	neutro	neutro
vejo tanto gente tl pras ruas protestar ta nessa dilma melhor amorrr	positivo	positivo
dilma precisa ganhar porra	positivo	neutro
pooow malena dilma explica pra q fizeram toda ocnfusao ano passado pra votar pt novo	neutro	negativo
quero brasil foda agora dilma vai terminar afundar pais parabens pra votou nela	negativo	positivo
dilma competente candidatos	positivo	positivo
povo ignorante reclamou tanto hora urna votou dilma	negativo	negativo
fazem puta protesto fica dias ruas pra chegar dia eleicao votar dilma	neutro	negativo
maaaan	neutro	positivo
odeio dilma odeio aecio dois melhor deixar merda instavel jeito ta ha anos	negativo	neutro
brasil ta fundo poco sim dilma continuar topo brasil so vai afundar	positivo	positivo
curral eleitoral obrigacao eleger dilma primeiro turno nao conseguiu acho algo errado	positivo	negativo
quero ver rolar debate aecio vai destruir dilma	negativo	neutro
gigante acordou votou dilma voltou dormir agora anos preparando malas paris to chegando	positivo	neutro
gnt nao queira dilma vai ganhar aceitem doi menos	positivo	neutro
sinceramente dilma aecio vo vota dilma qualquer dois ganhar vai mesma merda	positivo	neutro
engracado vc veio falar nordeste causa dilma mente tao pequena tao futil parece q nao sabe	neutro	neutro
ta vendo dilma aecio nao voto morto aecio euvoteimarina	positivo	negativo
infelizmente nao faco parte elite brasileira pra votar aecio nao familia eh funcionario publico dilma	positivo	negativo
dilma vai ganhar obaaaa ja sabia podem chamar qualquer coisa dilma	positivo	neutro
culpa nordeste nordestinos morre bolsa familia morto fome dilma aecio euvoteimarina	negativo	negativo
ter q votar aecio pra dilma n ser reeleita triste saida	negativo	negativo
olha pior dilma aecio so galera endeusando luciana ta foda	negativo	negativo
agora cada defina melhor tatica aecio todos contra dilma comecando agoran to nessa	positivo	positivo
nessa ferrou atacou demais dilma nisso iria votar marina pt pensou vou aecio entao	neutro	negativo
sim porque nada virou defensor dilma auhauhauhauhuaha	neutro	positivo
nao sei pior dilma aecio	negativo	negativo
dilma capaz vir pra sc pedir voto trouxa ainda votam nela	negativo	positivo
sei melhor vc votar dilma	positivo	neutro
amiga pra vc ve nao tao errada assim aecio tao competente proprio estado votou dilma	positivo	positivo
estao surpresos dilma estar ganhando minas saibam belo horizonte	positivo	positivo
incrivel gente defendendo dona dilma	positivo	positivo
trabalhador brasileiro gosta sofrer so pode povo reclama todo dia inferno pais ai pessoa vai la vota dilma pqp	neutro	positivo
n sei q pior dilma ganhar aecio ganhar pra tirar sapata to aceitando qualquer merda	positivo	negativo
sei la dilma mandou bilhoes reais pro porto cuba nao afeta leitura chorume comunismo eh bom ne fera	positivo	positivo
vi gente usa fies mcmv votando aecio falando dilma tava ruim pro brasil	negativo	negativo
sao paulo dilma rousseff marina silva empate tecnico	neutro	positivo
reclama dilma vota aecio sabe nada inocente	positivo	positivo
ai mae diz q diolma ganhar vai ver mudarmos p outro pais vai dilma	positivo	neutro
hahahahaahahahahaa rindo p ia votar edu nao lembrava numero hahahaha fiquei dilma	positivo	negativo
okay dilma nao melhor votar votar aecio muita burrice	positivo	negativo
vem falar quer brasil melhor melhor votando dilma	positivo	positivo
dilma obvio ia ser nulo outros n sei amiga	neutro	negativo
aecio tanto fala governos maravilhosos minas perdeu pra dilma proprio estado hahahaha patetico	positivo	negativo
nao votei dilma	positivo	neutro
aii criatura passa quatro anos reclamanfo dilma ai vai vota nela criatua erra humano percisti erro burrice	positivo	positivo
melhor dilma marina aecio menos brasil nao vai ficar bosta ja ta	positivo	positivo
so quero ver gente sofrer anos causa varios retardados votaram dilma emabiggestfansjustinbieber	negativo	neutro
criatura vota dilma quer brasil melhor vai entender	positivo	positivo
pois ta hora desmentir dilma ja quero dilma recorrendo bolsa familia pra n responder rs	neutro	negativo
marina tira votos aecio dilma bem capaz ate obvio votos voltem pro aecio	positivo	positivo
nao creio q ainda gente dizendo q vai votar dilma segundo turno	negativo	negativo
galera nao votou aecio vai votar dilma hein	neutro	negativo
dilma vai ganhar nao esquecam reclamar proximo ano vcs votaram nela ein so pra nao perder costume	positivo	negativo
velha politica wins rt polarizou esquerda contra direita trabalhador contra burgues pt contra psdb dilma contra aecio dilma	positivo	neutro
bom segundo turno dilma x aecio todos votantes racionais outros candidatos iriam votar aecio	positivo	neutro
decidido dilma vs aecio	neutro	positivo
torco resultado segundo turno tire pt melhor dilma jogada ficareiagradecida	negativo	positivo
cara fudeu recuso votar dilma aecio	negativo	negativo
so sei coisa dilma aqui sao paulo nao aqui nao	neutro	positivo
nao sei pior aecio dilma	negativo	negativo
vcs vao votar dilma	neutro	negativo
nao nada contra aecio votei nele pro governo mg pro senado so acho dilma melhor marina hein rs	positivo	positivo
pois nao gosto nenhum pt ja deu tenso aguentar dilma anos	positivo	negativo
hipocrisia nao votasse dilma trabalho poder publico estadual tudo gracas bom emprego	positivo	positivo
amem definido dilma pt aecio psdb vao disputar segundo turno globoswqslt eleicoes g	negativo	negativo
cara odiar dilma votar aecio so pra perder ate entendo votar orgulho defender cara	negativo	negativo
povo burro votar dilma	neutro	negativo
gigante acordou gigante acordou ai vao la votam dilma licenca	neutro	negativo
pode mudar ser apertado etcacho turno sera tipo lula x alckmin dilma vai ganhar muita margem sobre aecio	positivo	neutro
atualizado dilma aecio marina corinthians sao paulo	neutro	positivo
tanto dilma quanto aecio vao arrombar gente fudeu	neutro	negativo
palhacada vem pra rua votar dilma	neutro	negativo
recuso ta pais dilma sendo reeleita tambem nao deixo votar aecio tamo merda so mergulhar	negativo	negativo
vcs reclamam brasil atualmente votam dilma novo pq vcs nao vao tomar cu	neutro	negativo
surpresas virada aecio ganhando rondonia roraima dilma deve ter ignorado vacilado d populacao	neutro	negativo
espero todos vcs votaram dilma reconhecam erro filhos vcs precisarem esperar atendimento digno ama	neutro	positivo
melhor aecio ne so queria entender tudo voto dilma tendo tanto protesto contra xingando estadios	positivo	positivo
sobre aecio voce vai ver sim dilma pessima aecio pra ficar pior certeza	negativo	negativo
povo falo tanto mal dilma voto nela novo vai ganhar ainda	positivo	neutro
aecio vai perder artilharia pt dilma so marina silva resistiu infelizmente povo brasileiro nao enxergou euvoteimarina	neutro	negativo
votem aecio porque votar dilma sacanagem	positivo	negativo
nao gosta dilma facil entao cara pega ignora hora comprar coisa ignora beneficios fiscais	positivo	positivo
tanto protesto pra votarem dilma vao tomar cu	positivo	negativo
duas coisas explicam resultado anti pt consolida maior partido politico pais tatica dilma debate fiasco	positivo	negativo
cara vaia dilma faz espetaculo todo quebrando banco caralho quatro agora vem votar dilma vcs sao tudo falsa	negativo	neutro
sim duvido dilma ganhe nao votaria aecio atual circunstancia melhor tentar mudar aguentar	positivo	positivo
ver cara pau apoiar dilma cansou falar mal velha politica etc	negativo	positivo
gracas dilma q fez campanha pra heloisa helena mt superior	positivo	positivo
nao sei pode tanta gente querer votar dilma ainda	positivo	negativo
nordestino burro pq votou dilma paulista inteligente pq votou aecio poupe	positivo	neutro
cade homos pra votar dilma cade cade	neutro	negativo
ta decidido aecio x dilma	neutro	positivo
euvoteimarina coisa errada nessas eleicoes porra assim dilma ta ganhando vsf brasileiro burro demais	negativo	negativo
aecio melhor dilma amiga vc lembra governou minas gerais nao ne ata	positivo	positivo
coitado olivio ate votado nele nao mimimi tarso dilma coitado ia pra la so arrasto	negativo	positivo
amigos brasileros familia si perde dilma estaremos complicado vamos dilma carlho	negativo	negativo
voces fizeram todas manifestacoes gigante acordou tudo pra votar dilma novo eh algum tipo brincadeira	positivo	negativo
vao tomar cu vcs tao falando faz protesto vota dilma juntar todo mundo protestou nao pais todo	positivo	negativo
sobre resultado fiquei triste precisamos mudancas votar dilma ver pais lugar	negativo	negativo
rt definido dilma pt aecio psdb vao disputar segundo turno globoswqslt eleicoes g	negativo	negativo
tudo menos dilma cara serio	negativo	neutro
gente nao deu pra marina agora vamos votar aecio vamos la mudanca verdadeira tirar dilma poder	positivo	negativo
cade q ta povo q tava xingando dilma estadio fazendo protesto ano passado	neutro	negativo
nao acredito manipular votos familia toda dilma fica rj	neutro	positivo
dilma deveria ganhar so acho	positivo	neutro
nao aguento ver dilma estar ganhando nao duvido tudo beneficiado casa vida bolsa familia forapt foradilma	positivo	neutro
estudo esd entao so pt pt corrupto dilma corrupta sapatao etc	negativo	negativo
dilma vai ganhar melhor aecio ganhar resolver privatizar tudo pior ta nao fica falar mal dilma virou modinha	positivo	neutro
vota nulo msm coisa vota dilma	neutro	negativo
la presidenta brasil y candidata la reeleccion el partido los trabajadores pt dilma venezuela	neutro	negativo
diz motivo pra votar dilma anos retrocesso	positivo	negativo
nao reclamar dilma querer votar aecio roubou dinheiro publico minas marina nao sabe fala	neutro	negativo
dai pergunto burro suficiente pra ainda votar dilma	negativo	negativo
calma acho dilma vai ganhar	positivo	positivo
nesse exato momento calafrio humano sobe espinha dilma toda corja pt	positivo	positivo
sendo morrer aecio perder vida dilma	neutro	negativo
votaria dilma pq vida horrivel governo fhc masssss nao transferi titulo eleitor pra sbc	negativo	negativo
quero q dilma ganhe pq trabalho gracas programa jovem aprendiz ano q vem quero ir trampa banco emabiggestfansarianagrande	positivo	neutro
serio dotar tudo povo ainda capacidade votar dilma	negativo	negativo
eleicoessabe oq foda dilma ser tao impopular internet estar frente apuracao votos	positivo	negativo
votos nao vao pra dilma	neutro	negativo
eleicoes rio janeiro desastre romario jean wyllys freixo wag montes pra dilma vai votar mal assim la minas	negativo	negativo
nao entendo gente ainda vota dilma ta querendo protestar pq acha ruim sinceramente	negativo	negativo
vai tomar cu beeeem gostoso pra rua ano passado protestar contra dilma merda governo hj votaram	negativo	neutro
nao quero ver buraco pernambuco vai afundar aercio ganhar entao aqui team dilma acho ruim torco novo	positivo	neutro
sao paulo dilma praticamente empatada marina quase ficou terceiro lugar forapt eleicoes	neutro	positivo
duvidas q bom creio q sera menos pior q dilma	positivo	neutro
gigante acordou pra votar dilma	neutro	negativo
fogos todos nao sao pra dilma nao ne espero	neutro	positivo
fizeram todos protestos ano passado pra chegar hora fazer certo votarem dilma olha decepcionante	negativo	negativo
seadilmaganharosonibusvaoqueimar tudo pra chegar idiotas votarem dilma ooo povo burro	negativo	negativo
milhares pessoas vao protestar brasil melhor pra agora eleicoes dilma aparece votos	positivo	neutro
otarios q vaiaram dilma copa sao q votaram nela falo nada	neutro	positivo
ceis tao louco tudo ainda votam nesse pandemonio dilma	negativo	negativo
nao dilma so acho estranho aecio nao ganhar mg	positivo	neutro
esquerda contra direita trabalhador contra burgues pt contra psdb dilma contra aecio segundo turno dilma	positivo	neutro
engracado todo mundo fala mal dilma blablabla vai ver resultao plou ta liderando	negativo	positivo
hoje votar mae precisa votar impressionante clima anti pt anti dilma	positivo	negativo
cheguei hoje dando bom dia logo nao vote dilma	positivo	positivo
nao vou mentir cheiro golpe so faltam colocar aebrio frente dilma demora pra fazer x	neutro	negativo
c dilma ganhar segundo turno ai vou ter certeza q tudo esquematizado	positivo	neutro
quase morreram manifestacao pra votar dilma novo	positivo	negativo
gente julgando so pq dilma vai ganhar n existe ninguem melhor sorry	positivo	positivo
agora nao sei pior dilma aecio eleicoes	negativo	negativo
amigos nao culpem nordeste dilma ter muitos votos infelizmente povo castigado cansou promessas pegam q veem frente	negativo	negativo
nao vidente petista gosto politica nao precisa muita coisa pra saber dilma vai ganhar dnv	positivo	neutro
vc percebe nao ta facil qndo votar aecio pra nao ver dilma reeleita eleicoes	negativo	neutro
povo unido jamais sera vencido dilma vemprarua ogiganteacordou protestos ai maioria vai vota dilma	positivo	positivo
so digo dilma ganhar protestos luta povo ruas tanto ano passado ano maior perda tempo humanidade	positivo	negativo
claro quebranto dilma qto aecio vao precisar quero ver quais serao acordos ministerios etc nao acho ruim tese	negativo	negativo
estudante universitario ate nivel medio dilma nao perfeita pt tambem nao menos pior psdb	negativo	negativo
mesmas pessoas q manifestaram ano passado sao mesmas q votaram dilma parece q merda cabeca	negativo	neutro
sao paulo aecio votos validos dilma precisa dizer alguma coisa	neutro	positivo
nao gosto falar dessas coisas nao dilma turno vao la votar nulo novo ainda gente vota nulo	neutro	negativo
tiririca ganhou absurdo nao ficaria pouco espantada dilma ganhar	negativo	negativo
acho dilma preferia ir aecio p segundo turno p falar igual p igual	positivo	neutro
oct dilma rousseff es la candidata presidente del brasil el partido los trabajadores pt internacionalelpaisinternacional actualidadhtml	neutro	negativo
mano tambem queria qualquer melhor q estopo dilma	positivo	positivo
serio vcs gostam dilma escrotas	negativo	neutro
fizeram todo aue ano passado pra chegar eleicoes votar dilma sim merece pagar pila pra andar onibus	neutro	negativo
