Text,Sentiment,free
negocio seguinte ganha porra dilma ja fuderam sao paulo nao vamos espalhar psdb pro brasil inteiro,Positive,Positive
vcs preferem aecio dilma sao estudam escola particular ta,Positive,Positive
tipo presidente mil vezes aecio eleger dilma marina questao senadores deputados governado,Positive,Positive
apurado aecio marina nao pra ver dilma vai enfrentar todo restante pra marina ja pra,Positive,Positive
voces sao bando babacas fazem vem pra rua destroem brasil antes copa pra dia vamo ver votarem dilma brasilcorrupto,Positive,Negative
to assim pra povo q pra rua dar revolucionario hoje votou dilma,Positive,Negative
hahaha so rindo msm pq fdp tds p porra manifestacao p xingar dilma porra td chega hj vota dilma garotinho pezao,Positive,Negative
votacao p presidente bahia dilma aecio marina tera gastar bom tempo norte nordeste,Positive,Positive
dilma ainda coisa pra xingar aecio aecio pra falar dilma,Positive,Positive
cara levantou bandeira protesto ha tempo atras hoje vota dilma olha vcs sao uns bostas,Positive,Positive
sao paulo aecio x dilma news globo,Positive,Positive
apuracao tempo real rn dilma lugar urnas apuradas placareleicoesuolbrturnorn apuracao estado eleicoes,Positive,Positive
assim acho pessoas votaram aecio sao burras votaram dilma sinceramente vota aecio,Positive,Positive
sao paulo dilma perde lavada,Positive,Positive
legal dilma vai ganhar novo,Positive,Neutral
dar anos pro pt totais poder so justificavel governo dilma sido excelente coisa nao,Positive,Positive
dilma aecio marina real madrid barcelona atletico madrid,Positive,Positive
interessante segundo turno luciana genro eduardo jorge nao dilma aecio,Positive,Positive
merval tentando lidar dissonancia cognitiva meaning dilma vencendo ne duh ta engracado centraldaseleicoes,Positive,Positive
engracado pessoal falando eleicoes dilma votos sendo nao entendem porra nenhuma,Positive,Positive
aham nao menos legal ouvir povo endeusando dona dilma,Positive,Positive
prefiro outra coisa brasil vi propostas outros candidatos votei acho melhor certeza nao dilma,Positive,Positive
beleza pode odiar dilma falar mal sobre bolsa familia demais programas sociais atestar propria ignorancia,Positive,Positive
dilma rousseff pt aecio neves psdb vao disputar turno,Negative,Negative
aaaargh odio desse povo brasileiro faz protesto faz caralho quatro pra chegar hoje votar dilma,Negative,Negative
culpa nao dilma vc trouxa ir la protesto falar mal dps votar mesma,Negative,Negative
mae mae petista feio ta querendo cumer mae bua bua so fiinho di papai maie bua bua dilma feia vai ganhar di novo bua bua,Negative,Negative
falou vai votar dilma ancia d vomito,Negative,Negative
acredito q eleitores marina tb vao pra dilma sei la ne,Negative,Negative
muda brasil dilma barbudo safado,Negative,Negative
visto infelizmente vou ter votar dilma segundo turno,Negative,Negative
hrs dilma ganhar pq roubado ganhar apoio mega protesto foradilma likelike share,Negative,Negative
dilma nao menos aecio nao eita povo lerdo,Negative,Negative
tambem nao recebo bolsa familia deixem votar dilma,Negative,Negative
vou votar nulo segundo turno recuso votar dilma aecio,Negative,Negative
povo pra rua protestar meteu pau dilma pra hoje ta ai primeiro lugar povo hipocrita,Negative,Negative
definido dilma aecio votos vao segundo turno,Negative,Negative
urnas apuradas dilma rousseff pt aecio neves psdb vao disputar segundo turno eleicoes presidenciais,Negative,Negative
so vendo tml gente vota citando protestos ano passado pra dilma,Negative,Negative
nao to acreditando vou ter ter trabalho sair casa pra poder votar dilma aecio,Negative,Negative
agora vou ser obrigado votar dilma,Negative,Negative
gente aecio dilma nivel problema agora ver menos pior,Negative,Negative
dilma poupou aecio turno derrubar marina agora vai enfrentar politico profissional boa,Negative,Negative
pau cu destroi metade brasil justica clica porra maquina numero dilma vao fode,Negative,Negative
moral anos reclamando falando brasil lixo pra chegar hoje votar dentuca dilma,Negative,Negative
voce acha nao poderia ficar pior dilma aecio segundo turno,Negative,Negative
vai burro dilma eleita faco video preciso externar raiva q desse povo,Negative,Negative
brasileiro povo burro dilma indo pro segundo turno ganhando ainda,Negative,Negative
li gente falando tentou votar aecio apareceu dilma tao trovando nao existe democracia agora,Negative,Negative
aecio q vencer dilma novo nao,Negative,Negative
dilma aecio vao disputar segundo turno,Negative,Negative
dilma vai ganhar povo tudo burro nao serve pra votar,Negative,Negative
nao sei pior dilma aecio affz ninguem merece,Negative,Negative
vcs falando dilma permitiu comprar casa amiga permitiu tanto imposto pessoa morre pagando casa carro acordem,Negative,Negative
engracado argumento povo ai vcs ruas ano passado p votar dilma hoje querida presidente nao governa sozinho,Negative,Negative
oqq cabeca pessoa p votar dilma pezao,Negative,Negative
votou marina vai votar dilma votou namelia vai votar sartori omg,Negative,Negative
dilma rousseff aecio neves definidos turno vou pensa votar,Negative,Negative
genteeeee to chaaaaao destruido vai ser aecio dilma ne putos,Negative,Negative
dilma aecio segundo turno nao sei pior,Negative,Negative
dilma aecio vao disputar segundo turno,Negative,Negative
tudo pra chegar votar dilma,Negative,Negative
aecio dilma tudo mesma merda vamos votar nulo,Negative,Negative
povo fez protesto caralho ano passado pra ano levar dilma pro segundo turno puta pariu,Negative,Negative
visto vou ter anular voto pra presidente segundo turno votar dilma aecio hipocrisia grande rs tenso,Negative,Negative
definido dilma pt aecio psdb vao disputar segundo turno,Negative,Negative
antes nao estaria preocupado quica tricolor bucha maximo tricolete anda histerico dilma,Negative,Negative
achando q marina dilma segunndo turno triste ai vc ve q vai aecio n marina pqp,Negative,Negative
tudo pra chegar hoje votar dilma povo nao aprende,Negative,Negative
brasileiro foder vao la po fazer manifestacao novo votar dilma,Negative,Negative
fez cola tao bonita pro pessoal votar dilma,Negative,Negative
povo cabeca pra votar dilma,Negative,Negative
dilma aecio segundo turno so faltava dilma vencer,Negative,Negative
thankyoudforthewwat primeira vez vou votar dilma,Negative,Negative
rj rs tbm votaram dilma nao so nordeste nao votadores tiririca,Negative,Negative
povo burro idiota coerencia povo vem reclamando protestando anos sobre governo dilma ai,Negative,Negative
parar pra pensar dilma aecio estao segundo turno votou marina vai votar aecio,Negative,Negative
ruim dilma pior t r i s,Negative,Negative
puta pariuu povo burro turno dilma aecio pqp tmc,Negative,Negative
voto aecio pra nao votar dilma,Negative,Negative
idiota dilma nao pode ganhar,Negative,Negative
dilma menos pior favor,Negative,Negative
fala serio aecio dilma n sei pior,Negative,Negative
dilma aecio vao disputar segundo turno,Negative,Negative
tudo pra chegar hoje votar dilma ta louco,Negative,Negative
vaiam dilma durante copa protestaram contra reclamaram governo anos inteiros povo burro pede p sofrer,Negative,Negative
fecho agora votar dilma aecio,Negative,Negative
pregunta la ven dilma la segunda vuelta complicado,Negative,Negative
gente idade pra votar querendo pagar sei tudo icon dilma toca,Negative,Negative
menos pior dilma vcs quer faca,Negative,Negative
pessoal eleitores marina nordeste probabilidade votar dilma exemplo disso pernambuco dilmapravencer,Negative,Negative
nao acredito aecio dilma vao pro segundo turno,Negative,Negative
revoltante ver pessoal nordeste vota pra dilma causa bolsa familia,Negative,Negative
primeiro gente fala q globo eh coisa alienado acredita tudo q falam dilma ta parabens viu,Negative,Negative
sim cara nego ta tao cego c q n percebe q n dilma vai ser cara tao corrupto,Negative,Negative
fico puta vai rua fazer protesto vota dilma algo errado ai ne,Negative,Negative
dilma aecio segundo turno dificil escolher,Negative,Negative
vo anular voto uu recuso dilma aecio uu,Negative,Negative
definido dilma pt aecio psdb vao disputar segundo turno globoswqslt eleicoes g marina pf n apoie ngm,Negative,Negative
campanha nazista aecio dilma contra marina votarei nulo,Negative,Negative
impeachment dilma queriam faze ano passado,Negative,Negative
ia votar dilma baidu instalado tambem fez mesma coisa danilo gentili,Negative,Negative
odeio pobres mal informados so vota dilma medo perder bolsa familia,Negative,Negative
vo votar dilma bjoks pra vcs forapt,Negative,Negative
dilma x aecio segundo turno povo burro falo,Negative,Negative
dilma segundo turno assim caralho quebraram rio janeiro todo pra votar nela novamente,Negative,Negative
pior ta nao fica dilma ganhar sim,Negative,Negative
dilma aecio segundo turno dilma gente dilma vao foder,Negative,Negative
tudo pra chegar hoje votar dilma,Negative,Negative
pior nao dilma pior luciana genro preocupante,Negative,Negative
olha urnas ai dilma ganha lavada dificil nao pensar diferente,Negative,Negative
dilma aecio neves segundo turno aqui esperando duardo jorge presidente vcs vem ai decepcao vcs,Negative,Negative
segundo turno dilma aecio mds dificil saber pior kakakakaka,Negative,Negative
povo burro otario lesado agora todos vamos tomar naquele lugar dilma governando outra vez bando antas,Negative,Negative
agora sabemos vai aecio dilma pro segundo turno devo votar,Negative,Negative
dilma aecio segundo turno prova brasileiro burro gosta ficar merda,Negative,Negative
cacete turno dilma aecio,Negative,Negative
dilma aecio segundo turno nao sei eh pior,Negative,Negative
urnas apuradas dilma aecio vao disputar turno owlyciwwr,Negative,Negative
dilma vencer,Negative,Negative
votou dilma eh td pobre medo perder bolsa familia,Negative,Negative
dilma rousseff pt aecio neves psdb vao disputar presidencia republica turno bandnewstv eleicoes,Negative,Negative
votar dilma eh voto dilmais,Negative,Negative
dilma pt aecio psdb vao disputar presidencia turno reporterenaseleicoes,Negative,Negative
ser pobre pra votar dilma,Negative,Negative
pensei unica anormal torcendo p dilma ganhar,Negative,Negative
votar dilma prova otario,Negative,Negative
nao entendo problema votar dilma estudante,Negative,Negative
ridiculo povo pras rebelar ano passado agora vota dilma hipocrisia foda,Negative,Negative
dilma eh caralho porra povo brasileiro burro,Negative,Negative
dilma pq menos pior segundo ndjsksks zz,Negative,Negative
voces votaram dilma pro protesto ano passado hipocritas,Negative,Negative
mimimi toda manifestacao pra votar dilma aecio marina puta candidatos,Negative,Negative
pessoa favor protestos ano passado votou dilma parabens integridade requisito consciencia vergonha cara,Negative,Negative
porraaaaaaaaaa dilma novo porra bolsa familia nao querem perder,Negative,Negative
voce votar nulo ajuda maldita dilma,Negative,Negative
agora babacas fizeram protesto votem dilma novo bando boco terceira guerra mundial pra voces,Negative,Negative
segundo turno aecio ira atropelar dilma,Negative,Negative
gente fala n votar dilma ingrato pq prouni,Negative,Negative
le tml cinco minutos so gente falando protestou tanto pra votar dilma novo,Negative,Negative
foda galera fala prefiro dilma arriscar alguem pior afe cara,Negative,Negative
protestam ano inteiro ai vao la urna votam dilma pa ra bens,Negative,Negative
dilma aecio segundo turno vcs podem votar pensem bem amor deus,Negative,Negative
pooow malena dilma explica pra q fizeram toda ocnfusao ano passado pra votar pt novo,Negative,Negative
povo ignorante reclamou tanto hora urna votou dilma,Negative,Negative
fazem puta protesto fica dias ruas pra chegar dia eleicao votar dilma,Negative,Negative
curral eleitoral obrigacao eleger dilma primeiro turno nao conseguiu acho algo errado,Negative,Negative
ta vendo dilma aecio nao voto morto aecio euvoteimarina,Negative,Negative
infelizmente nao faco parte elite brasileira pra votar aecio nao familia eh funcionario publico dilma,Negative,Negative
culpa nordeste nordestinos morre bolsa familia morto fome dilma aecio euvoteimarina,Negative,Negative
ter q votar aecio pra dilma n ser reeleita triste saida,Negative,Negative
olha pior dilma aecio so galera endeusando luciana ta foda,Negative,Negative
nessa ferrou atacou demais dilma nisso iria votar marina pt pensou vou aecio entao,Negative,Negative
nao sei pior dilma aecio,Negative,Negative
n sei q pior dilma ganhar aecio ganhar pra tirar sapata to aceitando qualquer merda,Negative,Negative
vi gente usa fies mcmv votando aecio falando dilma tava ruim pro brasil,Negative,Negative
hahahahaahahahahaa rindo p ia votar edu nao lembrava numero hahahaha fiquei dilma,Negative,Negative
okay dilma nao melhor votar votar aecio muita burrice,Negative,Negative
dilma obvio ia ser nulo outros n sei amiga,Negative,Negative
aecio tanto fala governos maravilhosos minas perdeu pra dilma proprio estado hahahaha patetico,Negative,Negative
pois ta hora desmentir dilma ja quero dilma recorrendo bolsa familia pra n responder rs,Negative,Negative
nao creio q ainda gente dizendo q vai votar dilma segundo turno,Negative,Negative
galera nao votou aecio vai votar dilma hein,Negative,Negative
dilma vai ganhar nao esquecam reclamar proximo ano vcs votaram nela ein so pra nao perder costume,Negative,Negative
cara fudeu recuso votar dilma aecio,Negative,Negative
nao sei pior aecio dilma,Negative,Negative
vcs vao votar dilma,Negative,Negative
pois nao gosto nenhum pt ja deu tenso aguentar dilma anos,Negative,Negative
amem definido dilma pt aecio psdb vao disputar segundo turno globoswqslt eleicoes g,Negative,Negative
cara odiar dilma votar aecio so pra perder ate entendo votar orgulho defender cara,Negative,Negative
